vendor_id	pickup_datetime	dropoff_datetime	pickup_longitude	pickup_latitude	dropoff_longitude	dropoff_latitude	trip_duration	distance	id	HourType	Partition	$L-trip_duration
2	3/24/16 10:13	3/24/16 10:38	-73.967	40.794	-73.978	40.751	1472	3.005	id2186387	10	1_Training	1293.116
1	4/5/16 0:29	4/5/16 0:41	-73.969	40.689	-73.931	40.699	729	2.105	id3585132	0	1_Training	638.066
1	5/14/16 17:18	5/14/16 17:24	-73.987	40.78	-73.981	40.774	370	0.556	id3537428	17	2_Testing	341.689
1	1/9/16 9:41	1/9/16 9:49	-73.986	40.744	-73.967	40.758	436	1.383	id0789825	9	1_Training	443.267
2	4/18/16 13:45	4/18/16 13:58	-73.99	40.747	-74.009	40.719	776	2.148	id1974072	13	1_Training	694.511
2	3/12/16 22:10	3/12/16 22:34	-73.963	40.769	-73.996	40.691	1450	5.679	id0280174	22	2_Testing	1122.892
2	2/23/16 17:38	2/23/16 17:57	-74.015	40.711	-73.983	40.733	1134	2.227	id0134360	17	2_Testing	1003.444
1	6/14/16 19:07	6/14/16 19:13	-73.967	40.768	-73.959	40.772	371	0.47	id2348833	19	2_Testing	336.075
1	4/28/16 21:39	4/28/16 21:49	-73.996	40.738	-73.98	40.758	563	1.599	id3477867	21	1_Training	547.52
2	3/14/16 17:19	3/14/16 17:26	-73.993	40.748	-74.006	40.734	395	1.163	id3758366	17	1_Training	401.727
2	6/16/16 13:37	6/16/16 14:18	-74	40.758	-73.865	40.771	2469	7.114	id0652669	13	2_Testing	1870.451
2	1/4/16 15:45	1/4/16 16:04	-74	40.725	-73.973	40.761	1133	2.823	id1681037	15	2_Testing	992.42
1	5/11/16 20:59	5/11/16 21:07	-73.973	40.756	-73.962	40.765	462	0.826	id1085096	20	1_Training	437.819
2	1/12/16 20:13	1/12/16 20:24	-73.973	40.764	-73.969	40.791	636	1.873	id3749060	20	1_Training	597.336
2	2/11/16 19:03	2/11/16 19:12	-73.863	40.77	-73.874	40.758	537	1.007	id3146869	19	1_Training	479.143
2	3/6/16 8:34	3/6/16 8:45	-73.995	40.76	-73.987	40.759	640	0.437	id1236420	8	2_Testing	586.334
1	2/29/16 7:33	2/29/16 7:47	-73.974	40.762	-73.958	40.779	850	1.473	id2986821	7	2_Testing	749.603
1	3/4/16 9:31	3/4/16 9:55	-73.954	40.767	-74.012	40.717	1452	4.661	id1712364	9	2_Testing	1192.952
1	5/21/16 22:04	5/21/16 22:11	-73.976	40.745	-73.975	40.757	389	0.801	id1367097	22	2_Testing	390.269
2	3/4/16 20:47	3/4/16 20:59	-73.984	40.768	-73.954	40.788	752	2.127	id2508236	20	1_Training	641.103
1	5/24/16 8:49	5/24/16 9:03	-73.982	40.741	-73.976	40.754	807	0.931	id0006564	8	1_Training	741.531
1	6/9/16 12:41	6/9/16 13:04	-73.959	40.774	-73.994	40.727	1366	3.781	id1594474	12	2_Testing	1166.568
1	2/9/16 23:48	2/9/16 23:58	-73.894	40.67	-73.865	40.668	568	1.558	id3322296	23	1_Training	554.134
2	5/19/16 20:11	5/19/16 20:25	-74.004	40.722	-73.989	40.727	869	0.849	id2974644	20	2_Testing	744.48
1	3/31/16 21:49	3/31/16 22:00	-73.981	40.768	-73.986	40.746	693	1.499	id3486978	21	1_Training	597.421
2	5/25/16 13:48	5/25/16 14:09	-73.872	40.774	-73.979	40.74	1242	6.122	id3050243	13	1_Training	955.643
2	1/18/16 0:18	1/18/16 0:25	-73.973	40.753	-73.992	40.756	460	1.014	id0955640	0	2_Testing	384.176
1	1/3/16 13:22	1/3/16 13:25	-73.966	40.754	-73.974	40.748	162	0.628	id1774061	13	2_Testing	187.668
2	1/1/16 2:41	1/1/16 2:57	-73.955	40.717	-73.979	40.679	952	2.889	id3314517	2	1_Training	822.513
1	5/21/16 20:02	5/21/16 20:17	-73.986	40.741	-73.951	40.772	940	2.809	id3556010	20	1_Training	783.811
2	6/26/16 17:34	6/26/16 17:47	-73.864	40.77	-73.8	40.792	753	3.637	id2832598	17	1_Training	642.255
2	2/23/16 6:33	2/23/16 6:47	-73.965	40.756	-73.991	40.751	858	1.424	id3172170	6	1_Training	739.044
1	3/26/16 19:24	3/26/16 19:41	-74	40.759	-73.988	40.76	1036	0.666	id3902074	19	1_Training	895.885
1	4/3/16 12:49	4/3/16 13:01	-73.993	40.74	-74.01	40.719	707	1.74	id3047231	12	1_Training	649.342
2	5/16/16 8:52	5/16/16 8:52	-73.951	40.803	-73.95	40.802	19	0.035	id1837685	8	1_Training	15.488
1	6/5/16 1:34	6/5/16 2:05	-73.951	40.774	-73.889	40.749	1855	3.694	id1391504	1	1_Training	1574.6
1	3/14/16 22:26	3/14/16 22:28	-73.971	40.757	-73.971	40.751	159	0.424	id1721684	22	2_Testing	130.789
1	1/8/16 18:53	1/8/16 19:14	-73.939	40.693	-73.94	40.699	1245	0.368	id3051167	18	1_Training	1075.526
2	6/29/16 8:54	6/29/16 9:02	-73.986	40.747	-73.978	40.751	498	0.509	id3681784	8	1_Training	434.664
1	3/30/16 14:14	3/30/16 14:41	-74.011	40.704	-73.975	40.748	1615	3.586	id2494046	14	1_Training	1385.238
1	1/19/16 21:44	1/19/16 21:56	-73.986	40.743	-73.992	40.759	702	1.136	id3086060	21	2_Testing	649.955
1	6/3/16 21:43	6/3/16 22:10	-73.99	40.729	-73.926	40.71	1579	3.655	id1017064	21	2_Testing	1352.559
2	5/7/16 16:16	5/7/16 16:29	-73.972	40.766	-73.98	40.75	745	1.218	id0073899	16	2_Testing	696.605
2	4/25/16 19:49	4/25/16 20:05	-73.99	40.762	-73.986	40.731	957	2.098	id2012077	19	2_Testing	849.438
1	4/30/16 17:24	4/30/16 17:31	-73.984	40.726	-73.989	40.737	417	0.824	id0420535	17	1_Training	397.305
2	3/24/16 21:35	3/24/16 21:38	-73.986	40.734	-73.983	40.739	172	0.338	id1867316	21	1_Training	181.578
2	4/24/16 22:13	4/24/16 22:25	-73.922	40.771	-73.867	40.753	769	3.143	id3222611	22	1_Training	610.287
1	3/9/16 14:20	3/9/16 14:31	-73.981	40.77	-73.962	40.774	680	1.034	id0111685	14	1_Training	595.682
2	3/29/16 16:57	3/29/16 17:03	-73.984	40.765	-73.975	40.777	343	0.98	id3830097	16	2_Testing	342.984
1	2/7/16 14:53	2/7/16 15:00	-73.953	40.781	-73.962	40.764	447	1.254	id3884234	14	1_Training	398.915
2	2/11/16 15:41	2/11/16 15:45	-73.965	40.795	-73.955	40.806	262	0.916	id1109104	15	1_Training	237.54
2	3/6/16 3:16	3/6/16 3:22	-73.986	40.731	-74.002	40.728	339	0.907	id2832938	3	1_Training	342.084
2	4/7/16 8:56	4/7/16 9:13	-73.961	40.767	-73.982	40.746	988	1.774	id0903333	8	2_Testing	897.918
2	1/7/16 20:32	1/7/16 20:37	-73.982	40.773	-73.972	40.791	321	1.341	id2087833	20	1_Training	296.077
2	6/7/16 21:56	6/7/16 22:19	-74.003	40.733	-73.964	40.792	1397	4.592	id0642820	21	1_Training	1134.5
1	3/19/16 19:37	3/19/16 19:47	-74.007	40.741	-73.989	40.743	599	0.957	id2944394	19	1_Training	547.926
2	6/14/16 8:04	6/14/16 8:13	-73.976	40.752	-73.992	40.75	543	0.804	id0351623	8	1_Training	495.139
1	5/23/16 19:50	5/23/16 20:00	-73.984	40.758	-73.982	40.774	599	1.099	id0167202	19	1_Training	550.272
1	5/29/16 19:58	5/29/16 20:02	-73.937	40.819	-73.94	40.81	225	0.652	id0957251	19	1_Training	242.01
1	2/14/16 15:27	2/14/16 15:54	-73.875	40.774	-73.975	40.765	1659	5.294	id3557237	15	2_Testing	1309.117
2	5/19/16 21:45	5/19/16 22:13	-73.863	40.769	-73.979	40.789	1653	6.216	id3674566	21	2_Testing	1303.506
2	3/15/16 8:41	3/15/16 8:49	-74.016	40.716	-74.009	40.728	470	0.926	id2284774	8	2_Testing	453.466
2	4/16/16 12:57	4/16/16 13:00	-73.961	40.807	-73.966	40.805	168	0.31	id3434592	12	2_Testing	179.86
2	3/22/16 10:34	3/22/16 10:51	-73.983	40.694	-74.01	40.721	1066	2.328	id2997546	10	1_Training	895.42
2	3/23/16 22:44	3/23/16 22:46	-74.009	40.706	-74.005	40.71	169	0.36	id3499099	22	1_Training	136.616
2	2/18/16 20:18	2/18/16 20:31	-73.983	40.767	-73.983	40.751	762	1.108	id2459823	20	1_Training	695.894
2	3/22/16 9:11	3/22/16 9:53	-73.971	40.758	-74.014	40.715	2499	3.739	id0333995	9	2_Testing	2131.044
1	3/24/16 7:26	3/24/16 7:31	-73.967	40.793	-73.982	40.775	342	1.49	id1782966	7	2_Testing	300.958
2	6/16/16 22:26	6/16/16 23:17	-73.863	40.769	-73.977	40.752	3055	6.068	id2451745	22	2_Testing	2467.035
1	3/13/16 14:50	3/13/16 14:53	-73.98	40.781	-73.975	40.787	165	0.544	id3163200	14	2_Testing	193.195
1	4/29/16 12:50	4/29/16 12:58	-73.962	40.76	-73.95	40.772	477	1.044	id3546421	12	2_Testing	433.444
2	5/12/16 18:47	5/12/16 18:58	-74.006	40.751	-74.01	40.716	663	2.427	id1402087	18	1_Training	592.379
1	6/11/16 16:09	6/11/16 16:22	-74.015	40.715	-74.002	40.723	811	0.861	id1217391	16	2_Testing	696.579
2	5/13/16 18:44	5/13/16 18:49	-73.968	40.762	-73.978	40.765	256	0.547	id0808929	18	1_Training	282.544
2	3/17/16 10:02	3/17/16 10:30	-73.99	40.741	-74.001	40.708	1711	2.388	id3794157	10	2_Testing	1436.897
1	3/10/16 7:31	3/10/16 7:40	-73.975	40.788	-73.956	40.776	489	1.275	id3518268	7	1_Training	498.595
2	3/2/16 20:10	3/2/16 20:30	-73.875	40.774	-73.875	40.774	1212	0	id1992673	20	2_Testing	1008.875
1	1/13/16 14:18	1/13/16 14:39	-73.974	40.76	-73.946	40.774	1266	1.735	id1561421	14	1_Training	1096.753
2	1/16/16 13:29	1/16/16 13:35	-74.007	40.716	-74.005	40.728	335	0.835	id2836095	13	1_Training	344.717
2	4/14/16 21:18	4/14/16 21:25	-73.984	40.773	-73.97	40.796	408	1.747	id3026732	21	2_Testing	394.594
2	2/25/16 23:42	2/25/16 23:51	-73.986	40.762	-74.002	40.745	519	1.432	id1181350	23	2_Testing	501.415
2	1/1/16 12:18	1/1/16 12:23	-73.982	40.741	-73.973	40.756	266	1.15	id1911328	12	1_Training	291.185
2	2/5/16 10:08	2/5/16 10:13	-73.996	40.737	-73.992	40.742	322	0.436	id1247160	10	2_Testing	282.831
1	5/9/16 0:28	5/9/16 0:45	-73.995	40.75	-73.979	40.724	998	1.977	id1516430	0	1_Training	882.939
1	3/2/16 22:47	3/2/16 23:06	-73.974	40.693	-73.989	40.759	1112	4.63	id0396267	22	1_Training	947.7
1	1/30/16 11:21	1/30/16 11:26	-73.862	40.73	-73.845	40.722	259	1.071	id0056716	11	1_Training	251.726
2	3/4/16 20:34	3/4/16 20:40	-74.006	40.741	-73.994	40.751	383	0.905	id2131398	20	1_Training	345.045
2	3/15/16 8:24	3/15/16 8:47	-73.972	40.755	-73.994	40.75	1368	1.191	id2200145	8	1_Training	1203
1	3/16/16 18:15	3/16/16 18:44	-73.968	40.788	-73.975	40.751	1749	2.607	id2698755	18	1_Training	1490.899
1	5/30/16 21:17	5/30/16 21:25	-73.963	40.762	-73.982	40.765	513	0.987	id1990852	21	1_Training	444.902
2	3/9/16 19:37	3/9/16 19:56	-73.983	40.766	-73.945	40.78	1120	2.224	id1178104	19	2_Testing	993.583
1	4/14/16 20:11	4/14/16 20:31	-73.966	40.766	-73.985	40.758	1209	1.146	id0949521	20	1_Training	1049.303
1	4/18/16 12:55	4/18/16 12:55	-73.788	40.641	-73.788	40.641	6	0	id3885040	12	1_Training	-14.615
2	6/16/16 7:58	6/16/16 8:09	-73.815	40.702	-73.817	40.706	683	0.264	id0734242	7	1_Training	590.098
2	2/25/16 1:05	2/25/16 1:07	-73.959	40.764	-73.951	40.777	156	0.962	id1122635	1	1_Training	143.942
2	4/26/16 18:19	4/26/16 18:24	-73.993	40.74	-74.006	40.732	315	0.902	id2250922	18	1_Training	293.06
2	1/6/16 9:34	1/6/16 9:48	-74.015	40.716	-73.997	40.725	805	1.132	id3265064	9	1_Training	753.861
1	1/26/16 20:42	1/26/16 20:52	-73.993	40.743	-73.981	40.731	611	1.085	id0786254	20	2_Testing	542.835
1	4/3/16 17:56	4/3/16 17:58	-73.96	40.703	-73.964	40.707	119	0.34	id3985153	17	2_Testing	133.072
2	4/1/16 15:16	4/1/16 15:42	-73.981	40.779	-73.988	40.746	1565	2.351	id3637906	15	1_Training	1350.57
2	3/27/16 14:08	3/27/16 14:15	-73.979	40.785	-73.977	40.766	426	1.3	id0942395	14	2_Testing	403.368
2	3/30/16 7:07	3/30/16 7:30	-73.97	40.784	-73.982	40.733	1414	3.631	id2415172	7	1_Training	1171.743
1	2/19/16 23:34	2/19/16 23:48	-73.995	40.751	-73.958	40.765	863	2.17	id3353685	23	2_Testing	750.497
2	1/22/16 19:28	1/22/16 19:32	-73.988	40.75	-73.979	40.758	283	0.694	id1055401	19	1_Training	243.174
2	1/16/16 17:36	1/16/16 17:44	-74.001	40.741	-73.991	40.756	448	1.144	id0240791	17	2_Testing	451.593
1	1/13/16 9:18	1/13/16 9:39	-73.976	40.749	-73.95	40.786	1244	2.867	id0727448	9	1_Training	1081.239
2	3/23/16 20:13	3/23/16 20:41	-73.95	40.785	-73.995	40.727	1660	4.625	id3545147	20	2_Testing	1389.139
1	6/4/16 0:37	6/4/16 0:44	-73.968	40.756	-73.991	40.735	434	1.849	id1480472	0	1_Training	384.8
1	3/2/16 12:28	3/2/16 12:47	-73.968	40.751	-73.982	40.762	1169	1.055	id2218236	12	2_Testing	994.976
2	2/21/16 17:00	2/21/16 17:10	-73.955	40.78	-73.982	40.778	580	1.417	id0627106	17	2_Testing	554.061
1	4/13/16 8:08	4/13/16 8:30	-73.97	40.76	-73.862	40.768	1317	5.651	id3430075	8	1_Training	979.924
2	5/23/16 16:41	5/23/16 17:36	-73.777	40.645	-73.899	40.821	3277	13.732	id2180126	16	1_Training	1736.963
1	4/24/16 17:13	4/24/16 17:30	-73.976	40.745	-74.002	40.755	1001	1.567	id3550007	17	1_Training	908.466
1	4/11/16 15:46	4/11/16 16:10	-74.013	40.702	-73.989	40.753	1482	3.755	id1978850	15	1_Training	1229.274
2	4/13/16 17:22	4/13/16 17:37	-73.963	40.766	-73.984	40.775	890	1.244	id3882536	17	1_Training	803.098
2	5/18/16 16:36	5/18/16 16:48	-73.953	40.791	-73.946	40.779	723	0.968	id3207832	16	2_Testing	643.276
2	4/8/16 19:04	4/8/16 19:08	-73.968	40.792	-73.976	40.79	278	0.435	id2961274	19	2_Testing	240.403
2	4/26/16 22:19	4/26/16 22:28	-73.972	40.765	-73.971	40.75	509	1.073	id1380889	22	2_Testing	491.573
1	3/5/16 23:26	3/5/16 23:31	-73.972	40.757	-73.984	40.748	321	0.898	id1830970	23	1_Training	296.092
2	4/29/16 1:38	4/29/16 1:44	-73.993	40.747	-73.984	40.743	364	0.553	id0913387	1	1_Training	334.68
1	2/12/16 21:28	2/12/16 21:39	-73.977	40.754	-73.99	40.767	693	1.123	id0815216	21	1_Training	598.859
2	6/27/16 10:16	6/27/16 10:35	-73.985	40.761	-74	40.758	1186	0.819	id0263077	10	2_Testing	990.461
2	2/18/16 13:32	2/18/16 13:44	-74.002	40.74	-74.01	40.715	747	1.797	id2504816	13	1_Training	645.457
1	4/19/16 18:12	4/19/16 18:18	-73.995	40.745	-73.996	40.729	371	1.075	id3491702	18	1_Training	340.947
1	1/10/16 1:49	1/10/16 2:01	-74.001	40.729	-73.98	40.743	681	1.472	id2077035	1	1_Training	648.743
1	4/25/16 9:18	4/25/16 9:23	-73.977	40.79	-73.968	40.802	322	0.996	id1765114	9	1_Training	290.655
2	4/26/16 19:27	4/26/16 19:33	-74.006	40.741	-74.005	40.748	310	0.528	id2542488	19	2_Testing	345.509
1	5/25/16 20:41	5/25/16 20:52	-73.981	40.764	-73.996	40.76	641	0.824	id2323220	20	1_Training	596.421
1	6/24/16 8:45	6/24/16 8:57	-73.964	40.764	-73.976	40.75	713	1.124	id1082712	8	1_Training	643.093
2	4/17/16 4:18	4/17/16 4:22	-74.002	40.735	-74.006	40.727	233	0.614	id3778074	4	2_Testing	211.362
1	6/26/16 23:24	6/26/16 23:43	-73.954	40.73	-73.998	40.756	1115	2.898	id0081294	23	2_Testing	999.07
2	4/30/16 21:21	4/30/16 21:36	-73.981	40.765	-73.986	40.751	857	1.022	id2960830	21	1_Training	795.657
1	1/28/16 8:43	1/28/16 8:55	-73.98	40.746	-73.971	40.762	717	1.152	id3532004	8	1_Training	641.863
1	6/3/16 21:25	6/3/16 21:37	-73.998	40.746	-73.978	40.784	717	2.882	id3060690	21	1_Training	637.63
1	2/24/16 15:21	2/24/16 15:47	-73.977	40.789	-73.995	40.735	1553	3.851	id3180975	15	2_Testing	1321.271
2	4/15/16 12:51	4/15/16 12:55	-73.968	40.785	-73.96	40.78	223	0.576	id2261834	12	1_Training	229.894
2	1/13/16 16:49	1/13/16 17:34	-73.782	40.645	-73.983	40.725	2699	11.932	id3349670	16	2_Testing	1550.189
1	6/30/16 18:33	6/30/16 18:36	-73.972	40.766	-73.965	40.772	196	0.535	id3105887	18	2_Testing	179.169
1	6/23/16 15:38	6/23/16 15:43	-73.967	40.765	-73.97	40.769	287	0.306	id0563558	15	1_Training	280.907
2	2/16/16 15:50	2/16/16 15:59	-73.99	40.734	-73.982	40.744	536	0.829	id0465728	15	2_Testing	493.342
2	6/4/16 11:14	6/4/16 11:40	-73.952	40.777	-73.991	40.75	1571	2.745	id0032868	11	1_Training	1343.567
1	4/5/16 20:57	4/5/16 21:02	-73.975	40.761	-73.967	40.769	331	0.709	id3423245	20	1_Training	286.556
1	3/30/16 9:20	3/30/16 9:46	-73.991	40.75	-73.97	40.759	1531	1.287	id3447784	9	1_Training	1345.794
2	2/9/16 22:01	2/9/16 22:11	-74.007	40.743	-73.978	40.753	643	1.691	id1432610	22	1_Training	546.238
2	4/1/16 16:50	4/1/16 17:11	-74.002	40.735	-73.991	40.755	1250	1.457	id1924095	16	1_Training	1102.088
1	2/5/16 19:03	2/5/16 19:06	-73.984	40.744	-73.979	40.751	159	0.572	id0302863	19	2_Testing	190.511
2	6/20/16 11:12	6/20/16 11:47	-73.871	40.774	-73.987	40.754	2129	6.224	id1490650	11	2_Testing	1651.791
1	3/26/16 19:39	3/26/16 19:49	-73.972	40.765	-73.946	40.779	603	1.661	id0571034	19	2_Testing	544.363
2	3/31/16 12:44	3/31/16 13:07	-73.999	40.735	-73.987	40.76	1346	1.847	id2891608	12	1_Training	1200.204
2	3/19/16 21:02	3/19/16 21:14	-73.976	40.74	-73.967	40.763	681	1.653	id0057197	21	1_Training	645.594
2	3/29/16 0:47	3/29/16 1:13	-73.782	40.645	-73.982	40.743	1501	12.478	id2845527	0	1_Training	498.146
1	4/12/16 13:23	4/12/16 13:38	-73.98	40.739	-73.965	40.758	888	1.494	id1050311	13	1_Training	797.74
2	4/9/16 18:10	4/9/16 18:23	-74.008	40.74	-73.985	40.732	810	1.33	id0408829	18	1_Training	691.228
2	4/19/16 12:31	4/19/16 13:15	-74.005	40.736	-73.872	40.774	2621	7.437	id2924165	12	2_Testing	1971.013
1	3/19/16 9:11	3/19/16 9:22	-74.003	40.761	-74.014	40.714	667	3.284	id2376501	9	1_Training	585.016
2	4/5/16 19:43	4/5/16 19:49	-73.988	40.738	-73.991	40.749	378	0.807	id1858711	19	1_Training	347.592
1	2/2/16 16:56	2/2/16 17:01	-73.964	40.76	-73.971	40.764	335	0.429	id3766750	16	2_Testing	284.836
2	3/8/16 21:52	3/8/16 22:01	-73.982	40.731	-73.979	40.749	565	1.249	id3404299	21	1_Training	496.626
2	1/22/16 12:09	1/22/16 12:22	-73.999	40.725	-73.989	40.737	813	0.963	id1111516	12	2_Testing	694.687
1	4/25/16 18:01	4/25/16 18:05	-74.004	40.722	-73.997	40.73	261	0.652	id2310430	18	1_Training	238.362
1	5/31/16 22:14	5/31/16 22:18	-73.954	40.767	-73.962	40.774	250	0.647	id0506803	22	1_Training	236.004
2	1/11/16 10:56	1/11/16 11:00	-73.972	40.783	-73.968	40.791	219	0.576	id2884890	10	1_Training	246.33
2	3/26/16 0:15	3/26/16 0:29	-73.992	40.727	-73.968	40.757	853	2.369	id0996180	0	1_Training	735.86
1	2/17/16 14:21	2/17/16 14:25	-74.015	40.705	-74.014	40.714	222	0.612	id2680471	14	1_Training	258.355
2	6/10/16 18:11	6/10/16 18:18	-73.983	40.776	-73.982	40.763	413	0.852	id1136580	18	2_Testing	388.89
1	1/5/16 18:24	1/5/16 18:33	-73.955	40.779	-73.96	40.764	519	1.096	id3004017	18	1_Training	487.728
2	5/30/16 19:48	5/30/16 19:53	-73.963	40.775	-73.964	40.77	309	0.378	id2052345	19	2_Testing	285.344
2	1/9/16 21:44	1/9/16 21:49	-73.968	40.765	-73.974	40.764	322	0.31	id2485216	21	1_Training	281.772
2	2/20/16 21:40	2/20/16 21:41	-73.954	40.77	-73.95	40.776	76	0.43	id3824790	21	2_Testing	77.283
1	5/25/16 20:29	5/25/16 20:37	-74.002	40.728	-73.991	40.723	481	0.659	id2498806	20	2_Testing	439.494
1	1/22/16 23:13	1/22/16 23:23	-73.99	40.754	-73.99	40.768	647	0.916	id0894836	23	1_Training	549.251
1	4/29/16 14:02	4/29/16 14:28	-73.991	40.75	-73.951	40.778	1584	2.849	id3631975	14	1_Training	1338.124
1	4/11/16 8:24	4/11/16 8:46	-73.929	40.763	-73.973	40.755	1306	2.351	id0297092	8	1_Training	1144.708
2	1/15/16 23:08	1/15/16 23:39	-74.008	40.746	-73.988	40.722	1857	1.992	id1846667	23	1_Training	1602.254
2	5/27/16 11:17	5/27/16 11:34	-73.992	40.75	-73.976	40.759	1002	1.025	id3134392	11	1_Training	889.929
2	4/5/16 18:00	4/5/16 18:10	-73.994	40.72	-73.983	40.731	575	0.983	id2801192	18	1_Training	540.685
1	1/30/16 19:07	1/30/16 19:27	-73.951	40.779	-73.988	40.749	1214	2.798	id1091159	19	1_Training	1048.381
1	2/2/16 0:48	2/2/16 0:51	-73.945	40.752	-73.945	40.752	192	0.006	id0111601	0	2_Testing	164.11
2	1/27/16 10:38	1/27/16 11:21	-73.79	40.647	-73.924	40.837	2588	14.943	id1310604	10	1_Training	930.113
1	6/2/16 19:18	6/2/16 19:38	-73.993	40.728	-73.989	40.751	1172	1.6	id1838795	19	1_Training	1057.935
2	4/19/16 17:16	4/19/16 17:22	-73.982	40.774	-73.974	40.783	357	0.706	id3441750	17	1_Training	342.257
1	5/2/16 11:05	5/2/16 11:21	-73.974	40.765	-73.989	40.741	931	1.853	id0683624	11	1_Training	845.665
1	6/3/16 20:26	6/3/16 20:38	-73.99	40.739	-73.991	40.756	700	1.211	id3101601	20	2_Testing	650.196
2	6/7/16 18:18	6/7/16 18:21	-73.978	40.751	-73.981	40.744	154	0.493	id0809370	18	1_Training	180.612
1	4/2/16 8:47	4/2/16 8:53	-74.001	40.731	-74.007	40.718	332	0.945	id1555825	8	2_Testing	348.761
1	2/11/16 22:07	2/11/16 22:14	-73.991	40.751	-73.977	40.751	461	0.715	id3258497	22	2_Testing	387.984
2	2/19/16 20:46	2/19/16 20:54	-73.987	40.733	-73.991	40.74	477	0.55	id1287193	20	1_Training	440.15
1	3/5/16 22:40	3/5/16 22:56	-73.983	40.765	-73.992	40.744	954	1.465	id3904354	22	2_Testing	849.301
2	3/19/16 13:54	3/19/16 14:09	-73.954	40.785	-73.986	40.719	904	4.882	id0301411	13	1_Training	719.155
2	5/13/16 17:26	5/13/16 17:38	-74.001	40.742	-73.991	40.746	683	0.562	id1148412	17	2_Testing	642.986
1	5/12/16 10:36	5/12/16 10:48	-73.984	40.726	-73.969	40.75	731	1.862	id2901854	10	2_Testing	656.227
1	2/17/16 10:02	2/17/16 10:05	-73.987	40.761	-73.98	40.77	211	0.728	id0542263	10	1_Training	191.948
2	4/19/16 11:05	4/19/16 11:11	-74.002	40.734	-73.99	40.737	396	0.642	id2049478	11	1_Training	335.367
1	6/8/16 15:46	6/8/16 16:02	-73.989	40.773	-73.969	40.787	976	1.446	id0767145	15	1_Training	846.444
2	3/22/16 9:48	3/22/16 9:54	-73.975	40.753	-73.963	40.758	388	0.687	id3950051	9	2_Testing	332.895
1	1/7/16 13:32	1/7/16 13:48	-73.979	40.764	-73.987	40.765	946	0.463	id3468182	13	2_Testing	839.493
1	4/14/16 8:42	4/14/16 8:48	-73.963	40.767	-73.953	40.783	344	1.191	id0203114	8	1_Training	333.088
2	3/15/16 15:55	3/15/16 16:00	-73.962	40.768	-73.952	40.774	332	0.626	id1979636	15	1_Training	280.298
1	6/21/16 17:04	6/21/16 17:10	-73.834	40.766	-73.834	40.766	403	0.013	id1928232	17	1_Training	305.633
1	4/11/16 16:18	4/11/16 16:25	-73.999	40.74	-73.987	40.748	464	0.815	id1544519	16	2_Testing	391.7
1	5/27/16 14:26	5/27/16 14:46	-73.988	40.724	-73.991	40.749	1164	1.718	id0945786	14	2_Testing	1064.333
2	2/6/16 19:16	2/6/16 19:27	-73.987	40.747	-74	40.733	653	1.179	id1752205	19	1_Training	602.769
1	5/21/16 10:26	5/21/16 10:31	-73.969	40.765	-73.959	40.78	314	1.153	id1952514	10	2_Testing	305.07
2	4/8/16 13:41	4/8/16 13:45	-73.985	40.779	-73.983	40.774	224	0.404	id3080217	13	2_Testing	234.565
1	4/26/16 23:28	4/26/16 23:34	-74.003	40.734	-74.001	40.751	355	1.189	id1231853	23	1_Training	350.761
2	3/26/16 21:13	3/26/16 21:30	-73.991	40.725	-74.014	40.71	1008	1.618	id3065701	21	1_Training	903.901
1	2/27/16 17:38	2/27/16 17:40	-73.954	40.779	-73.954	40.787	155	0.554	id3371120	17	1_Training	136.152
1	3/24/16 14:54	3/24/16 15:13	-73.994	40.751	-73.973	40.761	1138	1.309	id0530793	14	1_Training	1002.901
2	2/4/16 23:56	2/5/16 0:06	-73.994	40.72	-73.973	40.748	602	2.27	id0938191	23	2_Testing	552.711
1	1/13/16 12:20	1/13/16 12:23	-74	40.75	-74.005	40.75	214	0.302	id3361372	12	1_Training	185.363
1	2/24/16 8:28	2/24/16 8:41	-73.991	40.746	-74.013	40.716	779	2.367	id2557409	8	1_Training	702.854
2	5/22/16 13:34	5/22/16 13:52	-73.983	40.777	-73.968	40.787	1080	1.008	id2606167	13	1_Training	945.756
1	3/5/16 22:00	3/5/16 22:11	-73.97	40.786	-73.983	40.761	689	1.825	id2244803	22	2_Testing	599.919
2	2/29/16 9:22	2/29/16 9:32	-73.974	40.78	-73.974	40.761	644	1.318	id3106797	9	1_Training	545.668
1	2/25/16 1:06	2/25/16 1:26	-74.002	40.734	-73.969	40.798	1194	4.762	id1400532	1	1_Training	980.285
1	3/16/16 11:21	3/16/16 11:30	-73.974	40.763	-73.974	40.755	522	0.555	id1741380	11	2_Testing	480.662
2	2/11/16 18:24	2/11/16 18:53	-73.871	40.774	-73.961	40.806	1733	5.18	id0378001	18	1_Training	1407.065
1	6/25/16 15:17	6/25/16 15:23	-73.979	40.782	-73.967	40.806	357	1.771	id2796648	15	1_Training	345.401
1	3/9/16 17:46	3/9/16 17:57	-74.002	40.74	-73.989	40.759	660	1.476	id3071334	17	2_Testing	603.174
2	2/2/16 11:02	2/2/16 11:15	-73.97	40.762	-73.979	40.737	823	1.814	id3331736	11	1_Training	692.081
1	1/20/16 3:39	1/20/16 3:41	-73.998	40.756	-73.998	40.762	139	0.379	id0775765	3	2_Testing	133.794
